titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue
"['expérience', 'merveilleuse']","['séjourné', 'ici', 'mioctobre', 'passé', 'merveilleux', 'séjour', 'enregistrement', 'rapide', 'chambres', 'propres', 'lit', 'très', 'confortables', 'double', 'superposés', 'très', 'belle', 'douche', 'gel', 'douche', 'fourni', 'demandé', 'bouilloire', 'chambre', 'super', 'après', 'longue', 'journée', 'parc', 'apporté', 'propre', 'café', 'utilisé', 'bar', 'soir', 'grandiose', 'utilisé', 'navette', 'chambre', 'minute', 'pied', 'parc', 'inquiets', 'réserver', 'santa', 'mauvaises', 'critique', 'agréablement', 'surpris', 'recommanderais', 'certainement', 'hôtel', 'merci', 'merveilleux', 'premier', 'voyage']",oct,2022,None, None,octobre,2022,4,no,en
"['séjour', 'fantastique']","['venons', 'rentrer', 'séjour', 'cinq', 'nuits', 'santa', 'peu', 'inquiet', 'après', 'critique', 'super', 'rien', 'reprocher', 'hôtel', 'enregistrement', 'très', 'rapide', 'somme', 'arrivés', 'matin', 'laissé', 'bagages', 'somme', 'allés', 'directement', 'parc', 'hôtel', 'envoyé', 'numéros', 'chambre', 'aprèsmidi', 'somme', 'allés', 'quand', 'fini', 'parc', 'récupéré', 'bagages', 'aucun', 'problème', 'enfants', 'adoré', 'thème', 'hôtel', 'probablement', 'besoin', 'coup', 'peinture', 'ici', 'enfants', 'adoré', 'tous', 'trucs', 'chambres', 'très', 'propres', 'nettoyées', 'tous', 'jours', 'quoi', 'faire', 'thé', 'café', 'obtenez', 'quatre', 'boissons', 'gratuites', 'machine', 'couloir', 'peine', 'utilisé', 'nôtre', 'dehors', 'toute', 'journée', 'somme', 'allés', 'petit', 'déjeuner']",oct,2022,Newcastle upon Tyne, Royaume-Uni,octobre,2022,4,yes,en
"['complètement', 'inacceptable']","['avis', 'trip', 'advisor', 'arrivée', 'land', 'enfants', 'épuisés', 'chambre', 'faite', 'personnes', 'seulement', 'chambre', 'oreillers', 'canapé', 'rangée', 'fallu', 'temp', 'réceptionniste', 'grossière', 'rendre', 'responsable', 'directeur', 'convenu', 'inacceptable', 'demandé', 'femme', 'ménage', 'régler', 'problème', 'gouvernante', 'préparé', 'canapélit', 'appelé', 'prêt', 'quand', 'plus', 'oreillers', 'couette', 'demandé', 'intermédiaire', 'responsable', 'apporter', 'oreillers', 'couette', 'arrivée', 'chambre', 'minute', 'plus', 'tard', 'jeté', 'couette', 'point', 'partir', 'demandé', 'housse', 'couette', 'suppose', 'besoin', 'estce', 'apporté', 'point', 'partir', 'attendant', 'mette', 'couette', 'housse', 'couette', 'arrêtait', 'répondre', 'appels', 'problèmes', 'nuit', 'rendu', 'compte', 'trompée', 'taille', 'couette', 'nouveau', 'disparu…']",oct,2022,Nicosie, Chypre,octobre,2022,1,no,en
"['séjour', 'parfait']","['hôtel', 'parfait', 'dont', 'besoin', 'enfants', 'adoré', 'thème', 'endroit', 'dormir', 'quand', 'parcs', 'demandé', 'chambres', 'communicantes', 'enfants', 'pensé', 'simplement', 'incroyable', 'aucun', 'problème', 'pense', 'fallu', 'minute', 'pied', 'rendre', 'parcs', 'super', 'pratique', 'belle', 'promenade', 'long', 'rivière', 'personnel', 'sympathique', 'serviable', 'hôtel', 'assez', 'propre', 'gardez', 'esprit', 'option', 'moins', 'chères', 'attendez', 'luxe', 'ajoute', 'encore', 'magie', 'vaut', 'tellement', 'prix', 'donné', 'tous', 'billet', 'parc', 'inclus', 'obtenu', 'gratuitement', 'pendant', 'obtenez', 'temp', 'magique', 'supplémentaire', 'navette', 'directement', 'depuis', 'aéroport', 'pourrait', 'être', 'plus', 'simple', 'seul', 'regret', 'réserver', 'voyage', 'plus', 'long…']",oct,2022,Édimbourg, Royaume-Uni,octobre,2022,5,no,en
['santa'],"['séjourné', 'ici', 'pendant', 'cinq', 'nuits', 'fin', 'septembre', 'hôtel', 'peu', 'besoin', 'être', 'rafraîchi', 'temp', 'passé', 'chambre', 'parfaitement', 'bien', 'bouilloire', 'chambre', 'obtenez', 'boissons', 'chaudes', 'gratuites', 'clé', 'chambre', 'partir', 'distributeur', 'automatique', 'non', 'plus', 'réfrigérateur', 'mal', 'pense', 'peut', 'être', 'problème', 'pendant', 'mois', 'plus', 'chauds', 'quelques', 'parcs', 'très', 'bon', 'service', 'bus', 'pouvez', 'utiliser', 'sachez', 'devez', 'faire', 'bousculer', 'manoirs', 'manquent', 'certaines', 'nationalités', 'prêt', 'repousser', 'prenez', 'jamais', 'peine', 'excuser', 'croisé', 'quelqu', 'seuls', 'vrais', 'problèmes', 'personnel', 'nettoyage', 'debout', 'tôt', 'harcelaient', 'puissent', 'nettoyer', 'chambre', 'nourriture', 'autre', 'problème', 'avait…']",oct,2022,Cardiff, Royaume-Uni,septembre,2022,3,no,en
"['minute', 'parc']","['accueil', 'cordiale', 'petit', 'starbucks', 'juste', 'côté', 'chambre', 'taille', 'correcte', 'propre', 'sèchecheveux', 'coffrefort', 'disponibles', 'point', 'négatifs', 'bouilloire', 'thécafé', 'frigo', 'prix', 'payé', 'dîner', 'buffet', 'bien', 'garni', 'petitdéjeuner', 'buffet', 'également', 'pratiquement', 'mêmes', 'tous', 'soirs', 'parking', 'navette', 'allerretour', 'parc', 'disponible', 'minute', 'dépose', 'bagage', 'gratuit', 'centre', 'commercial', 'trouve', 'loin']",oct,2022,Saint-Paul, Ile de La Réunion,octobre,2022,4,yes,fr
"['bon', 'hôtel', 'économique']","['cherchez', 'hôtel', 'économique', 'idéal', 'très', 'daté', 'besoin', 'être', 'niveau', 'très', 'propre', 'chambre', 'nettoyée', 'tous', 'jours', 'serviette', 'literie', 'propres', 'lit', 'tous', 'jours', 'très', 'confortables', 'super', 'douche', 'personnel', 'amical', 'petit', 'déjeuner', 'tellement', 'option', 'enfants', 'adoré', 'rencontrer', 'minnie', 'mouse', 'marcher', 'parc', 'minute', 'agréable', 'recommande', 'recherchez', 'luxe', 'adoré', 'séjour']",oct,2022,Glasgow, Royaume-Uni,octobre,2022,4,no,en
"['séjour', 'famille', 'hôtel']","['hôtel', 'amusant', 'familial', 'chambres', 'propres', 'bien', 'rangées', 'équipées', 'jolis', 'produits', 'salle', 'bain', 'thème', 'voitures', 'enregistrement', 'facile', 'relativement', 'rapide', 'anglais', 'parlé', 'partout', 'rend', 'encore', 'plus', 'facile', 'enregistrer', 'tôt', 'rendre', 'plus', 'rapidement', 'parcs', 'navette', 'gratuite', 'porte', 'réception', 'toutes', 'minute', 'environ', 'chambres', 'calmes', 'fait', 'elles', 'apparemment', 'complètes', 'recommanderais', 'sans', 'hésiter', 'familles', 'particulier', 'fan', 'voitures']",oct,2022,None, None,octobre,2022,5,yes,en
"['hôtel', 'bruyant', 'désorganisé', 'chambres', 'sérieusement', 'besoin', 'être', 'rénovées']","['récemment', 'séjourné', 'santa', 'pendant', 'trois', 'nuits', 'assez', 'déçus', 'cherchez', 'hôtel', 'cher', 'peu', 'thème', 'distance', 'marche', 'parc', 'suffisant', 'chambre', 'assez', 'sale', 'besoin', 'être', 'rénovée', 'salle', 'bain', 'carreaux', 'fissurés', 'lâches', 'mastic', 'moisi', 'généralement', 'assez', 'dégoûtant', 'moquette', 'sale', 'usées', 'air', 'fatigué', 'jamais', 'assez', 'personnel', 'quand', 'somme', 'arrivés', 'assez', 'désorganisé', 'lors', 'séjours', 'précédents', 'membre', 'personnel', 'vérifiait', 'langues', 'aidait', 'personnes', 'file', 'attente', 'avant', 'elles', 'dirigées', 'bureau', 'semblait', 'assez', 'désorganisé', 'lors', 'enregistrement', 'bagages', 'encore', 'fois', 'assez', 'de…']",oct,2022,Bournemouth, Royaume-Uni,octobre,2022,2,yes,en
['genial'],"['remercions', 'équipe', 'santa', 'parfaite', 'accueil', 'irréprochable', 'chambre', 'niquel', 'propreté', 'irréprochable', 'aussi', 'première', 'enfants', 'ben', 'reviendra', 'vraiment', 'début', 'fin', 'accompagné', 'petit', 'déjeuner', 'dîner', 'super', 'goûts', 'encore', 'personnel', 'génial', 'certains', 'client', 'manque', 'respect', 'enfin', 'compter', 'reviendra']",oct,2022,Nice, France,septembre,2022,5,yes,fr
"['attendant', 'pire', 'agréablement', 'surpris']","['séjourné', 'cadre', 'grand', 'groupe', 'danse', 'critique', 'alors', 'entré', 'peu', 'espoir', 'croise', 'doigts', 'hôtel', 'étoiles', 'alors', 'définissez', 'attentes', 'quelques', 'chambres', 'signalé', 'créatures', 'indésirables', 'telles', 'cafards', 'heureusement', 'tels', 'visiteurs', 'point', 'positif', 'lit', 'literie', 'super', 'confortables', 'mouchoirs', 'salle', 'bain', 'somme', 'restés', 'bloc', 'facilité', 'chemin', 'derrière', 'marcher', 'village', 'garer', 'juste', 'base', 'dormir', 'partir', 'bien', 'autre', 'choix', 'rester', 'ici', 'reviendrais', 'dîné', 'hunter', 'grill', 'sequoia', 'lodge', 'bien', 'mieux']",oct,2022,None, None,octobre,2022,3,no,en
"['séjour', 'fantastique', 'santa']","['venons', 'rentrer', 'séjour', 'nuits', 'hôtel', 'santa', 'après', 'nombreuses', 'critique', 'site', 'avant', 'séjour', 'très', 'inquiet', 'sujet', 'propreté', 'hôtel', 'écoutez', 'chambre', 'parfaite', 'hôtel', 'dont', 'besoin', 'personnel', 'extrêmement', 'sympathique', 'long', 'séjour', 'chambre', 'lit', 'super', 'confortables', 'chambre', 'très', 'propre', 'seul', 'défaut', 'peux', 'trouver', 'bouilloire', 'chambre', 'apparemment', 'pouvez', 'faire', 'demande', 'réception', 'emplacement', 'séjourné', 'luigi', 'plus', 'proche', 'parcs', 'envoyé', 'email', 'santa', 'semaines', 'avant', 'arrivée', 'demander', 'rester', 'bloc', 'prévu', 'marcher', 'parcs', 'prendre', 'navette', 'chaque', 'jour', 'commodités', 'bagagerie', 'super', 'facile', 'personnel', 'très', 'sympathique…']",oct,2022,Swindon, Royaume-Uni,septembre,2022,4,yes,en
"['assez', 'déçu']","['somme', 'allés', 'septembre', 'période', 'calme', 'parc', 'hôtel', 'fait', 'parti', 'moins', 'cher', 'destination', 'attendais', 'être', 'très', 'mal', 'reçu', 'comme', 'hôtels', 'faut', 'rendre', 'réception', 'arrivée', 'récupérer', 'magic', 'fois', 'grand', 'monde', 'malheureusement', 'impression', 'déranger', 'juste', 'donné', 'magic', 'plan', 'hôtel', 'assez', 'rapidement', 'expédié', 'castmember', 'occupé', 'très', 'aimable', 'voulait', 'juste', 'débarrasser', 'gâché', 'magie', 'arrivée', 'autres', 'hôtels', 'fait', 'castmembers', 'prit', 'temp', 'expliquer', 'détails', 'sourire', 'notre…']",sept,2022,None, None,septembre,2022,2,no,fr
['parcs'],"['navette', 'très', 'confortable', 'toujours', 'présente', 'ménage', 'standard', 'français', 'navette', 'toujours', 'présente', 'personnel', 'polyglotte', 'très', 'gentilfilles', 'énormes', 'petit', 'déjeuner', 'dîner', 'utilisé', 'cuisine', 'seulement', 'nuitée', 'hôtel']",sept,2022,None, None,septembre,2022,4,no,it
"['expérience', 'merveilleuse']","['allé', 'beaucoup', 'doutes', 'final', 'dépassé', 'attentes', 'merveilleuse', 'attention', 'seul', 'chaleur', 'réception', 'fourni', 'autre', 'ventilateur', 'petit', 'déjeuner', 'super', 'bus', 'continué', 'depuis', 'parc', 'recommande']",sept,2022,Madrid, Espagne,août,2022,5,no,es
"['hôtel', 'besoin', 'être', 'modernisé']","['séjourné', 'milieu', 'août', 'femme', 'fils', 'hôtel', 'grandement', 'besoin', 'être', 'rénové', 'chambres', 'peu', 'près', 'simple', 'reflétaient', 'trop', 'thème', 'voitures', 'juste', 'bordure', 'autour', 'haut', 'pièce', 'miroir', 'salle', 'bain', 'heureusement', 'températures', 'extérieures', 'juste', 'chaudes', 'seul', 'élément', 'confort', 'ventilateur', 'plafond', 'nul', 'window', 'ouvert', 'pouce', 'faisant', 'coupé', 'ventilateur', 'milieu', 'canicule', 'estivale', 'insupportable', 'fer', 'repasser', 'chambre', 'demandé', 'réception', 'arrivé', 'lendemain', 'considérant', 'yeux', 'hôtel', 'parcs', 'vraiment', 'adaptés', 'enfants', 'menu', 'hôtel', 'décevants', 'nourriture', 'collation', 'base', 'mexicaine', 'distributeurs', 'automatiques', 'situés', 'endroits', 'différents', 'collation', 'boissons', 'froides', 'fonctionnaient', 'espèces', 'ni…']",sept,2022,None, None,août,2022,3,yes,en
"['mauvaise', 'expérience']","['commencer', 'enregistrement', 'gâchis', 'petit', 'déjeuner', 'super', 'industrialisé', 'malsain', 'chambre', 'air', 'sale', 'meubles', 'moquette', 'pleine', 'poussière', 'lit', 'mauvais', 'matelas', 'point', 'sentir', 'ressorts', 'recharges', 'gel', 'douche', 'inexistantes', 'serviette', 'réapprovisionnées', 'partent', 'climatisation', 'recommande', 'rapport', 'qualité', 'prix', 'nuit', 'attendait', 'plus', 'hôtel', 'groupe']",sept,2022,Lisbonne, Portugal,septembre,2022,1,no,pt
['charité'],"['immense', 'hôtel', 'intérieur', 'parc', 'paris', 'emplacement', 'pratique', 'desservi', 'navette', 'depuis', 'parc', 'attraction', 'petite', 'chambres', 'moquette', 'partout', 'mauvaise', 'odeur', 'salles', 'bains', 'évidemment', 'sans', 'bidet', 'baignoire', 'entendez', 'entendez', 'rideau', 'plastique', 'horreur', 'italie', 'plus', 'pires', 'auberge', 'petit', 'déjeuner', 'produits', 'surgelés', 'immenses', 'salles', 'cantine', 'entreprise', 'prix', 'franchement', 'avantageux', 'personnes', 'petit', 'déjeuner', 'seulement', 'retournerons', 'jamais']",sept,2022,None, None,septembre,2022,3,yes,it
"['besoin', 'rénovation']","['avantages', 'hôtel', 'intérieur', 'parc', 'pratique', 'navette', 'gratuite', 'passe', 'toutes', 'minute', 'amène', 'entrée', 'deux', 'parcs', 'comme', 'tous', 'autres', 'hôtels', 'parc', 'avantage', 'magique', 'hôtel', 'permet', 'entrer', 'parcs', 'demiheure', 'avant', 'autres', 'caractéristique', 'tous', 'personnages', 'décor', 'style', 'route', 'rapport', 'autres', 'hôtels', 'cheyenne', 'sequoia', 'comprend', 'hotel', 'photo', 'personnages', 'intérieur', 'hôtel', 'personnel', 'très', 'gentil', 'enregistrement', 'point', 'information', 'également', 'trouvé', 'italiens', 'travaillent', 'bien', 'expliqué', 'fonctionnement', 'pension', 'complète', 'demipension', 'clair', 'quoi', 'droit', 'quoi', 'non', 'ce…']",sept,2022,None, None,septembre,2022,4,yes,it
['formidable'],"['merveilleux', 'hôtel', 'minute', 'bus', 'service', 'navette', 'passe', 'toutes', 'minute', 'hôtel', 'déposer', 'devant', 'parc', 'personnel', 'formidable', 'accueil', 'fantastique', 'hautement', 'recommandé', 'oubliais', 'jolies', 'chambres', 'thématiques', 'personnel', 'parle', 'pratiquement', 'toutes', 'langues', 'font', 'sentir', 'comme', 'chez']",sept,2022,None, None,septembre,2022,5,no,it
"['beaucoup', 'file', 'attente', 'petit', 'déjeuner']","['semble', 'acceptable', 'hôtel', 'monde', 'suit', 'plus', 'moins', 'horaire', 'capacité', 'donner', 'petit', 'déjeuner', 'monde', 'sans', 'faire', 'queue', 'pendant', 'demiheure', 'acceptable', 'buffet', 'correct', 'terme', 'variété', 'faible', 'qualité', 'chambre', 'très', 'bien', 'décorée', 'taille', 'correcte', 'café', 'prime', 'machine', 'appréciable', 'attention', 'personnel', 'également', 'correcte', 'doivent', 'tenir', 'compte', 'file', 'attente', 'petitdéjeuner', 'proposer', 'alternative', 'vaut', 'peine', 'attendre', 'minute', 'prendre', 'mauvais', 'petitdéjeuner']",sept,2022,Salamanque, Espagne,septembre,2022,4,no,es
"['bon', 'hôtel', 'échoué', 'petitdéjeuner', 'capacité', 'limitée']","['hôtel', 'hôtels', 'proposés', 'forfait', 'entrée', 'eurodisney', 'obtenez', 'heure', 'magique', 'autorisé', 'entrer', 'heure', 'avant', 'ouverture', 'officielle', 'chambre', 'tellement', 'deux', 'lit', 'double', 'pourquoi', 'estce', 'qualifie', 'hôtel', 'bon', 'alors', 'capacité', 'petitdéjeuner', 'limitée', 'matin', 'devions', 'faire', 'queue', 'minute', 'avant', 'pouvoir', 'entrer', 'petitdéjeuner', 'difficile', 'profiter', 'cette', 'heure', 'magique', 'veut', 'être', 'porte']",sept,2022,Rotterdam, Pays-Bas,septembre,2022,2,yes,en
"['plainte', 'hôtel', 'santa']","['regrette', 'devoir', 'écrire', 'négativement', 'désolé', 'pouvoir', 'adresser', 'gérant', 'hôtel', 'santa', 'donné', 'suite', 'problèmes', 'signalés', 'certains', 'client', 'réception', 'comprend', 'italien', 'très', 'impolie', 'arrogante', 'information', 'peu', 'claires', 'sécurité', 'porte', 'demande', 'gentiment', 'ouvrir', 'sac', 'met', 'main', 'client', 'chambres', 'puent', 'très', 'sale', 'personnel', 'nettoyage', 'très', 'hautain', 'arrogant', 'matin', 'pouvez', 'prendre', 'petit', 'déjeuner', 'perdu', 'demipension', 'sans', 'prendre', 'petit', 'déjeuner', 'cause', 'bureau', 'information', 'accueil', 'donne', 'conseils', 'utiles', 'surtout', 'italiens', 'comme', 'transport', 'commun', 'oublions', 'comportement']",sept,2022,None, None,septembre,2022,1,no,it
"['manque', 'magie', 'nettoyage']","['somme', 'allés', 'septembre', 'chambre', 'bloc', 'porte', 'bloc', 'brisées', 'autre', 'complètement', 'manquante', 'chambre', 'moquette', 'sale', 'tachée', 'absolument', 'dégoûtante', 'poils', 'sol', 'salle', 'bain', 'photo', 'mur', 'toutes', 'éclaboussées', 'trucs', 'beurk', 'ascenseur', 'beaucoup', 'escaliers', 'monter', 'valise', 'après', 'journée', 'parc', 'besoin', 'rénover', 'peu', 'prison', 'comme', 'hôtel', 'magie', 'bar', 'personnel', 'adorables', 'réception', 'boutique', 'espaces', 'agréables', 'toilette', 'besoin', 'plus', 'contrôles', 'nettoyage', 'quotidiens', 'assez', 'dégoûtants', 'belle', 'promenade', 'parc', 'très', 'propre', 'jolie', 'promenade', 'facile', 'parc', 'snob', 'hôtel', 'attendais', 'chambre', 'aussi', 'dommage', 'fêter', 'anniversaire', 'fille', 'décevant', 'pris', 'peine', 'de…']",sept,2022,None, None,septembre,2022,2,yes,en
['super'],"['cette', 'unité', 'hôtelière', 'ainsi', 'toutes', 'autres', 'chaîne', 'dispose', 'soidisant', 'magic', 'shuttle', 'effectuant', 'différents', 'itinéraires', 'fois', 'parc', 'aéroports', 'évidemment', 'horaires', 'programmés', 'puisque', 'parlons', 'distance', 'importantes', 'chambres', 'présentent', 'thème', 'pixar', 'ainsi', 'télévision', 'écran', 'plat', 'chaînes', 'internationale', 'chaînes', 'elles', 'comprennent', 'également', 'salle', 'bains', 'privative', 'baignoire', 'article', 'toilette', 'gratuits', 'sèchecheveux', 'conseille', 'fortement']",sept,2022,Vila do Porto, Portugal,août,2022,4,yes,pt
['oublier'],"['hôtel', 'modeste', 'dépouillé', 'mal', 'entretenu', 'moquette', 'tachée', 'odeurs', 'désagréables', 'chambre', 'ventilateur', 'plafond', 'minifenêtre', 'petitdéjeuner', 'copieux', 'file', 'attente', 'interminables', 'ambiance', 'cantine', 'entreprise', 'payez', 'arnaque']",sept,2022,None, None,septembre,2022,1,no,it
"['déception', 'totale']","['malheureusement', 'retrouve', 'écrire', 'avis', 'négatif', 'hôtel', 'séjourné', 'quelques', 'jours', 'famille', 'amisce', 'certes', 'nouvelle', 'hôtel', 'vieillot', 'vraiment', 'vieux', 'mal', 'entretenu', 'sale', 'pauvre', 'rien', 'donner', 'étoiles', 'vraiment', 'trop', 'comprends', 'comment', 'certaines', 'critique', 'positive', 'elles', 'facturent', 'plus', 'certaines', 'périodes', 'année', 'coûte', 'autant', 'peu', 'moins', 'newport', 'gouffre', 'deux', 'réservation', 'chambre', 'lit', 'double', 'indiquée', 'attribué', 'chambre', 'double', 'lit', 'superposé', 'salle', 'bain', 'serviette', 'toilette', 'personnes', 'moins', 'douche', 'chacun', 'aussi', 'termes', 'hospitalité', 'somme', 'vraiment…']",sept,2022,Thiene, Italie,septembre,2022,1,no,it
"['juste', 'wow']","['merci', 'beaucoup', 'personnel', 'santa', 'rendu', 'premier', 'voyage', 'dlp', 'mémorable', 'hôtel', 'sentait', 'bon', 'propre', 'nourriture', 'excellente', 'rien', 'trop', 'demander', 'voulais', 'ramener', 'goofy', 'maison', 'tellement', 'incroyable', 'navette', 'allerretour', 'facile', 'hôtel', 'quelques', 'parc', 'merci', 'beaucoup', 'personnel', 'faites', 'tous', 'honneur', 'entreprise', 'xxx']",sept,2022,None, None,septembre,2022,5,no,en
"['séjour', 'imbattable']","['largement', 'dépassé', 'attentes', 'accueillis', 'très', 'gentiment', 'expliqué', 'réservation', 'utilisation', 'installation', 'espagnol', 'parfait', 'grande', 'majorité', 'employés', 'parlent', 'communiquent', 'parfaitement', 'chambre', 'spacieuse', 'deux', 'lit', 'double', 'salle', 'bain', 'baignoire', 'serviette', 'literie', 'propre', 'service', 'nettoyage', 'quotidien', 'petit', 'déjeuner', 'buffet', 'copieux', 'plus', 'suffisant', 'pense', 'faille', 'plus', 'variété', 'evidemment', 'vaut', 'mieux', 'aller', 'tôt', 'petit', 'déjeuner', 'sinon', 'ferez', 'queue', 'salle', 'manger', 'grande', 'aire', 'jeux', 'enfants', 'dessiner', 'regarder', 'télévision', 'jouer', 'écrans', 'numériques', 'interactifs', 'recommande', 'aller', 'dîner', 'jour', 'adoré', 'nourriture', 'type', 'texmex', 'super', 'complète', 'bonne', 'saveur', 'meilleures…']",sept,2022,Pinto, Espagne,août,2022,5,yes,es
