titre_comm,comm,dateAvis,dateSejour,loc,note,photo,id
Lovely visit,"Had a lovely stay here in October. The hotel is very clean all round and the bars and restaurant are lovely places to relax. The room itself was very nicely decorated and clean, both beds were comfortable. The only negative was the room was very warm due to the air conditioning being set to certain temperatures in line with government guidelines, this is not the hotels fault but did make sleeping a little uncomfortable. The hotel did provide a fan on request. ",shaun01uk a écrit un avis (oct. 2022),Date du séjour : octobre 2022,london,bubble_40,no,shaun01uk a écrit un avis (oct. 2022)londonbubble_40
La déco et le lieu est magique,"Venant moi même de l’hôtellerie, j’admets que j’avais particulièrement hâte de ce séjour!  L’équipe de réception et de conciergerie est au top, surtout avec une demande aussi importante.  Quelques petits détails sur la chambre assez étonnant (savons pas recharger et cheveux dans la salle de bain), mais au nombre de chambres par étages c’est vraiment du détail.  Surtout quand tout le reste était extrêmement propre !!",coconuts a écrit un avis (oct. 2022),Date du séjour : décembre 2021,"Paris, France",bubble_40,yes,"coconuts a écrit un avis (oct. 2022)Paris, Francebubble_40"
October family break,"Hotel was a fab location as walking distance to park. Room was lovely (2552) , breakfast enough section and although busy didn’t need to wait too much.  Hotel was spotless and couldn’t fault that. Check in was a bit manic as only 2 on desks and very busy.  Would definitely go back. Only negative not enough lifts for the amount of guests and floors (husband has wheelchair) and not everyone is considerate of that.",Lisa H a écrit un avis (oct. 2022),Date du séjour : octobre 2022,"West Lothian, United Kingdom",bubble_50,yes,"Lisa H a écrit un avis (oct. 2022)West Lothian, United Kingdombubble_50"
"Good experience but overpriced, and no guest priority","Quite new hotel with friendly staff. The Marvel shop is great and the photo station is too. Remember to book the photo station as soon as you can since the availability is limited, even for hotel guests.  We had the Spiderman Suite that included two days at the parks, and the kids had a few complimentary toys waiting in the room, courtesy of the hotel. The suite gave us access to the Empire State Club where check. The above was very much appreciated.  There are however two downside. We had booked the suite 4 days before arrival, and despite having a suite we had no priority nor any possibility to book a restaurant in the hotel at any time during our stay.  Apparently everything was full since weeks. That to me is unacceptable and the first time I have such a situation. Guest…",cara_s322 a écrit un avis (oct. 2022),Date du séjour : octobre 2022,"Paris, France",bubble_40,yes,"cara_s322 a écrit un avis (oct. 2022)Paris, Francebubble_40"
"Séjour professionnel, septembre octobre 2022","Après 3 semaines de séjour, c'est sans doute l'hotel au meilleur rapport qualité prix à Mariveles. Style moderne. Chambre et salle de bain spacieuses. Un personnel adorable et toujours serviable. Le restaurant est sympa. L'hotel est principalement fréquenté par des clients en séjour professionel. Points négatifs: - Manque d'armoire de rangement dans les chambres. - Clim un peu insuffisante dans les chambres de l'étage supérieur, surtout les jours de forte chaleur.  J'y retourne très bientôt, avec grand plaisir.  Michael L.",Michael L. a écrit un avis (oct. 2022),Date du séjour : septembre 2022,"None, None",bubble_40,no,"Michael L. a écrit un avis (oct. 2022)None, Nonebubble_40"
Bitter disappointment,"The hotel new decoration is fabulous. And that’s pretty much it! We were soooo disappointed by the service of the hotel. First of all, there was no AC in the room and they did not tell us anything about it when we made our reservation. We paid a ridiculous price for the hotel after saving for a year and we had to sleep with around 25/26 deg C in the room. Hotel policy from october  because of the French government they said. When we checked in, I asked for my son’s sofa bed to be made for the evening and it was not ready when we came back, the window did not work properly either and we had to wait for more then an hour to see someone. Extremely disappointed! I asked for info about the park, the shows, they said: « everything is on the app ». I travel a lot and Never seen that.…",Chris D a écrit un avis (oct. 2022),Date du séjour : octobre 2022,"None, None",bubble_20,yes,"Chris D a écrit un avis (oct. 2022)None, Nonebubble_20"
Great to have the New York Hotel back,"Have stayed here in the hotels past life and loved it every time. This year was our first time since pre-covid 2019 and was not disappointed. Check in was better and quicker, reception staff were terrific. We had a few personal issues during our stay and the reception staff went out of their way to help. In particular the Australian chap (sorry not sure of his name) was great, understanding and helped as much as he could. Breakfast was good; however, children's breakfast cost was in my mind a little pricey. My boy who is not a big eater would have a glass of milk, bacon and toast and it was around 23 euros regardless. The hotel in general is pricey for drink and food, again a glass (not a pint) of milk for my boy 3.5 euros, seriously??  Bar was good, staff a little offish,…",MDS186487 a écrit un avis (oct. 2022),Date du séjour : octobre 2022,"Aberdeen, Royaume-Uni",bubble_50,no,"MDS186487 a écrit un avis (oct. 2022)Aberdeen, Royaume-Unibubble_50"
Escapade en amoureux,"Accueil très   chaleureux.   personnel souriant aux petits soins. La chambre est très belle avec une grande terrasse agréable avec salon de jardin pour se poser. ,Le petit déjeuner est  copieux. Endroit calme et paisible. Un grand merci à toute k équipe",Linda G a écrit un avis (oct. 2022),Date du séjour : octobre 2022,"None, None",bubble_50,no,"Linda G a écrit un avis (oct. 2022)None, Nonebubble_50"
Incroyable décoration mêlant l'ambiance architecturale new-yorkaise et l'univers MARVEL,"Deux jours une nuit à Disney. Hôtel magnifique à l'intérieur. Entièrement rénové et décoré à la perfection! Logement en suite Avengers pour 5 personnes. Suite extrêmement spacieuse et comfortable. Salle de bain au top. Goodies offerts dans la chambre : champagne + peluches, sacs à dos, gourdes pour les kids... et clés de l'hôtel pour les parents. Les chambres sont très confortables et hyper propres. Le plus après une journée dans le parc, la piscine intérieure / extérieure super belle, propre et surveillée. Serviettes fournies. Déjeuner top pour les clients ""club"". Restaurant de l'hôtel aux prix prohibitifs le soir. A recommander mais budget élevé.",Dupont A a écrit un avis (oct. 2022),Date du séjour : septembre 2022,"Bruxelles, Belgique",bubble_50,no,"Dupont A a écrit un avis (oct. 2022)Bruxelles, Belgiquebubble_50"
Bellissimo,"Cosa dire, hotel stupendo . Stanze bellissime, come tutto l.Hotel con tutti i confort. Ottima la colazione,28 euro a persona, ottimo il cibo,qui si superano i 60 euro a persona. Cmq x chi vuole dormire a eurodisney  è  perfetto.  Prezzi anche x dormire, sono quello che sono...",Lucasia Rea a écrit un avis (oct. 2022),Date du séjour : septembre 2022,"Arpino, Italie",bubble_50,yes,"Lucasia Rea a écrit un avis (oct. 2022)Arpino, Italiebubble_50"
Cena desastre,"Dejo por aquí mi opinion de una cena que hicimos en el restaurante Manhattan. Lo primero es que reservamos para 13 persona y cual es nuestra sorpresa que no aparecían, cuando ya por fin después de 15 minutos la encuentran, nos sientan separados, entiendo que mesa de 13 es complicado, pero al menos una mesa junto a otra, no que nos sentaron con una diferencia de 4 mesas. Tras esto, el servicio PESIMO, se olvidaron de un 1er plato y cuando llego el postre los niños estaban dormidos, mas de 2 horas y medias desde que nos sentamos, hasta que nos pusieron el postre. Lo único destacable es la decoración.",Pedro E a écrit un avis (oct. 2022),Date du séjour : septembre 2022,"None, None",bubble_20,no,"Pedro E a écrit un avis (oct. 2022)None, Nonebubble_20"
Property is a Treat for Marvel Fans,"Recently stayed two nights at this hotel. Enjoyed my stay, if you are a Marvel fan the hotel is a must do stay IMO. The theming of the hotel is super cool, the staff was wonderful too. The hotel is on the pricy side which is why I rated the ""value"" a 3.   I gave the ""service"" a 2 and that's related to housekeeping. I was unable to get housekeeping to leave extra coffee supplies/water for coffee. You are given a minimal supply and it was not replenished during my stay. Seemed silly that for the price of the room I couldn't get a couple extra pods of coffee, small creamers and sugar.",cmrdgrs a écrit un avis (oct. 2022),Date du séjour : septembre 2022,"Phoenix, Arizona",bubble_40,no,"cmrdgrs a écrit un avis (oct. 2022)Phoenix, Arizonabubble_40"
Marvel hotel,"No complaints,hotel was lovely,big choice for breakfast all ud need,had dinner in the Manhattan restaurant one night buffet styles nice selection,10 min walk from the park,art work in hotel is class,if ur a marvel fan it’s right up ur street,can buy the hotel air freshener in shop 60€",edwina f a écrit un avis (sept. 2022),Date du séjour : septembre 2022,"None, None",bubble_50,yes,"edwina f a écrit un avis (sept. 2022)None, Nonebubble_50"
Stunning hotel!,"What a great stay at this hotel, truly amazing. Every detail is perfect for marvel fans, please go to see how amazing it is in person. Hotel staff so friendly. Hotel is a short walk from the parks, great location. The bathroom was so clean, they have lots of towels and toiletries! The room was a standard room.. you got 2 glass water bottles and coffee machine & kettle for tea, all the extra special touches. The room had 2 double beds, very comfy & cosy… slept amazing !! The mirror turned into a tv, so cool! The hotel is very modern with something for everyone - adults and children! Breakfast was so yummy, lots of choices whether it’s a hot breakfast, pancakes or pastries they have it! Would go back to the hotel in a heartbeat !!",Han a écrit un avis (sept. 2022),Date du séjour : septembre 2022,"Édimbourg, Royaume-Uni",bubble_50,yes,"Han a écrit un avis (sept. 2022)Édimbourg, Royaume-Unibubble_50"
Wow factor soon fades...,"Booked this as part of a 25th wedding anniversary holiday with our children. Their first trip to Disney, in fact their first foreign holiday. We splashed out as this hotel looked awesome.  When you arrive you are not disappointed. The foyer is mindblowing with lots of Marvel stuff to whet your appetite. But after that things did go downhill. I will try to explain the disappointments in a moment.  Big pluses were the staff who were lovely and the Downtown restaurant where we had two buffet breakfasts and one evening buffet dinner. Food was awesome, plenty of choices to keep fussy kids happy and lots of Marvel themed treats (who doesn't want to bite the head off a chocolate Groot!?!).  Okay, on to the gripes:  - When we arrived in the morning I joined a long queue so we could…",James M a écrit un avis (sept. 2022),Date du séjour : août 2022,"Worcestershire, Royaume-Uni",bubble_30,no,"James M a écrit un avis (sept. 2022)Worcestershire, Royaume-Unibubble_30"
