titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue,latitude_city,longitude_city,Pays_recod,Contient_recod,lat_Pays,Lon_Pays,Ville_recod
Bel hôtel récent proche de l'action,"L'hôtel New York est agréable et neuf et bien situé, étant l'un des hôtels les plus proches des parcs et facilement accessible à pied. Nous avons séjourné dans une chambre supérieure avec une terrasse sur le jardin, qui était une belle et spacieuse chambre avec un coin canapé et un lit confortable. Cependant, la terrasse du jardin n'en valait pas la peine. Les terrasses ne sont pas privatives dans le sens où elles font face aux allées venant du parc. Notre télévision ne fonctionnait pas non plus le premier jour. Le bar Skyline est, contrairement à ce que l'on pourrait penser, au rez-de-chaussée - même s'il était plutôt agréable et facile d'y prendre un verre. Le buffet du petit déjeuner était bon et offrait un bon choix, mais étonnamment pas de gaufres Mickey Mouse. Le buffet du dîner était également très bon et proposait de jolis desserts sur le thème de Disney. Dans l'ensemble, vous savez que vous allez payer plus pour…",octobre,2022,Londres, Royaume-Uni,septembre,2022,4,no,en,51.5073219,-0.1276474,Royaume-Uni,Europe,51.5073171,-0.12765535893207325,Cité de Westminster
Notre troisième voyage à Disney,"Nous sommes allés à Orlando deux fois et voulions faire l'expérience de Paris Disneyland. L'hôtel choisi était un excellent choix. L'emplacement est parfait, la chambre est fantastique, la vue est superbe. Le personnel est très sympathique et solidaire à tous points de vue. Les offres de services étaient excellentes. Si nous devions retourner à Disneyland Paris, nous reviendrions dans cet hôtel. Merci à tous d'avoir rendu notre expérience si agréable. Recommande fortement.",octobre,2022,Pretoria, Afrique du Sud,octobre,2022,5,yes,en,-25.7459277,28.1879101,Afrique du Sud,Africa,-25.74584288947396,28.187888811988767,Pretoria
Belle visite,"Nous avons passé un agréable séjour ici en octobre. L'hôtel est très propre à tous points de vue et les bars et le restaurant sont de beaux endroits pour se détendre. La chambre elle-même était très joliment décorée et propre, les deux lits étaient confortables. Le seul point négatif était que la chambre était très chaude car la climatisation était réglée à certaines températures conformément aux directives gouvernementales, ce n'est pas la faute de l'hôtel mais a rendu le sommeil un peu inconfortable. L'hôtel a fourni un ventilateur sur demande.",octobre,2022,london,None,octobre,2022,4,no,en,51.5073219,-0.1276474,Royaume-Uni,Europe,51.5073171,-0.12765535893207325,Cité de Westminster
La déco et le lieu est magique,"Venant moi même de l’hôtellerie, j’admets que j’avais particulièrement hâte de ce séjour!  L’équipe de réception et de conciergerie est au top, surtout avec une demande aussi importante.  Quelques petits détails sur la chambre assez étonnant (savons pas recharger et cheveux dans la salle de bain), mais au nombre de chambres par étages c’est vraiment du détail.  Surtout quand tout le reste était extrêmement propre !!",octobre,2022,Paris, France,décembre,2021,4,yes,fr,48.8588897,2.3200410217200766,France,Europe,48.8588785,2.3201019,Paris
vacances en famille d'octobre,"L'hôtel était un endroit fabuleux à distance de marche du parc. La chambre était charmante (2552), le petit-déjeuner était suffisant et bien qu'occupé, il n'était pas nécessaire d'attendre trop longtemps. L'hôtel était impeccable et rien à redire. L'enregistrement a été un peu maniaque car seulement 2 bureaux et très occupé. J'y retournerais sans hésiter. Seul point négatif, pas assez d'ascenseurs pour le nombre d'invités et d'étages (le mari a un fauteuil roulant) et tout le monde n'en tient pas compte.",octobre,2022,West Lothian, United Kingdom,octobre,2022,5,yes,en,55.916667,-3.5,None,None,None,None,None
Bonne expérience mais trop cher et pas de priorité pour les clients,"Hôtel assez récent avec un personnel sympathique. La boutique Marvel est super et la station photo aussi. Pensez à réserver la station photo dès que possible car la disponibilité est limitée, même pour les clients de l'hôtel. Nous avions la suite Spiderman qui comprenait deux jours dans les parcs, et les enfants avaient quelques jouets gratuits qui attendaient dans la chambre, gracieuseté de l'hôtel. La suite nous a donné accès à l'Empire State Club où vérifier. Ce qui précède a été très apprécié. Il y a cependant deux bémols. Nous avions réservé la suite 4 jours avant notre arrivée, et malgré le fait d'avoir une suite nous n'avions aucune priorité ni aucune possibilité de réserver un restaurant à l'hôtel à tout moment de notre séjour. Apparemment, tout était plein depuis des semaines. Cela pour moi est inacceptable et la première fois que j'ai une telle situation. Invité…",octobre,2022,Paris, France,octobre,2022,4,yes,en,48.8588897,2.3200410217200766,France,Europe,48.8588785,2.3201019,Paris
"Séjour professionnel, septembre octobre 2022","Après 3 semaines de séjour, c'est sans doute l'hotel au meilleur rapport qualité prix à Mariveles. Style moderne. Chambre et salle de bain spacieuses. Un personnel adorable et toujours serviable. Le restaurant est sympa. L'hotel est principalement fréquenté par des clients en séjour professionel. Points négatifs: - Manque d'armoire de rangement dans les chambres. - Clim un peu insuffisante dans les chambres de l'étage supérieur, surtout les jours de forte chaleur.  J'y retourne très bientôt, avec grand plaisir.  Michael L.",octobre,2022,None, None,septembre,2022,4,no,fr,44.933143,7.540121,None,None,None,None,None
Amère déception,"La nouvelle décoration de l'hôtel est fabuleuse. Et c'est à peu près tout! Nous avons été tellement déçus par le service de l'hôtel. Tout d'abord, il n'y avait pas de climatisation dans la chambre et ils ne nous en ont rien dit lors de notre réservation. Nous avons payé un prix ridicule pour l'hôtel après avoir économisé pendant un an et nous avons dû dormir avec environ 25/26 degrés Celsius dans la chambre. Politique hôtelière à partir d'octobre à cause du gouvernement français qu'ils ont dit. À notre arrivée, j'ai demandé que le canapé-lit de mon fils soit fait pour la soirée et il n'était pas prêt à notre retour, la fenêtre ne fonctionnait pas correctement non plus et nous avons dû attendre plus d'une heure pour voir quelqu'un. Extrêmement déçu! J'ai demandé des infos sur le parc, les spectacles, ils m'ont dit : « tout est sur l'appli ». Je voyage beaucoup et je n'ai jamais vu ça.…",octobre,2022,None, None,octobre,2022,2,yes,en,44.933143,7.540121,None,None,None,None,None
Super d'avoir le New York Hotel de retour,"J'ai séjourné ici dans la vie passée des hôtels et j'ai adoré à chaque fois. Cette année, c'était notre première fois depuis pré-covid 2019 et je n'ai pas été déçu. L'enregistrement a été meilleur et plus rapide, le personnel de la réception était formidable. Nous avons eu quelques problèmes personnels pendant notre séjour et le personnel de la réception s'est mis en quatre pour vous aider. En particulier, le type australien (désolé de ne pas être sûr de son nom) était génial, compréhensif et a aidé autant qu'il le pouvait. Le petit déjeuner était bon ; cependant, le coût du petit-déjeuner des enfants était dans mon esprit un peu cher. Mon garçon qui n'est pas un gros mangeur aurait un verre de lait, du bacon et des toasts et c'était autour de 23 euros malgré tout. L'hôtel en général est cher pour les boissons et la nourriture, encore une fois un verre (pas une pinte) de lait pour mon garçon 3,5 euros, sérieusement ?? Le bar était bon, le personnel un peu offish,…",octobre,2022,Aberdeen, Royaume-Uni,octobre,2022,5,no,en,57.1482429,-2.0928095,Royaume-Uni,Europe,57.148565500000004,-2.0928803777479503,Aberdeen
Escapade en amoureux,"Accueil très   chaleureux.   personnel souriant aux petits soins. La chambre est très belle avec une grande terrasse agréable avec salon de jardin pour se poser. ,Le petit déjeuner est  copieux. Endroit calme et paisible. Un grand merci à toute k équipe",octobre,2022,None, None,octobre,2022,5,no,fr,44.933143,7.540121,None,None,None,None,None
Incroyable décoration mêlant l'ambiance architecturale new-yorkaise et l'univers MARVEL,"Deux jours une nuit à Disney. Hôtel magnifique à l'intérieur. Entièrement rénové et décoré à la perfection! Logement en suite Avengers pour 5 personnes. Suite extrêmement spacieuse et comfortable. Salle de bain au top. Goodies offerts dans la chambre : champagne + peluches, sacs à dos, gourdes pour les kids... et clés de l'hôtel pour les parents. Les chambres sont très confortables et hyper propres. Le plus après une journée dans le parc, la piscine intérieure / extérieure super belle, propre et surveillée. Serviettes fournies. Déjeuner top pour les clients ""club"". Restaurant de l'hôtel aux prix prohibitifs le soir. A recommander mais budget élevé.",octobre,2022,Bruxelles, Belgique,septembre,2022,5,no,fr,50.8465573,4.351697,Belgique,Europe,50.8464717,4.351821914380263,Bruxelles
Magnifique,"Que dire, hôtel magnifique. Belles chambres, comme tout l'hôtel avec tout le confort. Excellent petit déjeuner, 28 euros par personne, nourriture excellente, ici ça dépasse les 60 euros par personne. Quoi qu'il en soit pour ceux qui veulent dormir à eurodisney c'est parfait. Les prix aussi pour dormir, ils sont ce qu'ils sont...",octobre,2022,Arpino, Italie,septembre,2022,5,yes,it,41.6479826,13.6101414,None,None,None,None,None
dîner catastrophe,"Je laisse ici mon avis sur un dîner que nous avons eu au restaurant Manhattan. La première chose est que nous avons réservé pour 13 personnes et quelle est notre surprise qu'ils ne se soient pas présentés, quand ils l'ont finalement trouvé au bout de 15 minutes, ils nous ont assis séparément, je comprends qu'une table de 13 c'est compliqué, mais au moins une table à côté d'un autre, non Ils nous ont assis avec une différence de 4 tables. Après cela, le service TERRIBLE, ils ont oublié un 1er plat et quand le dessert est arrivé les enfants étaient endormis, plus de 2h30 à partir du moment où nous nous sommes assis, jusqu'à ce qu'ils nous donnent le dessert. La seule chose qui ressort est la décoration.",octobre,2022,None, None,septembre,2022,2,no,es,44.933143,7.540121,None,None,None,None,None
La propriété est un régal pour les fans de Marvel,"J'ai récemment passé deux nuits dans cet hôtel. J'ai apprécié mon séjour, si vous êtes un fan de Marvel, l'hôtel est un incontournable IMO. Le thème de l'hôtel est super cool, le personnel était formidable aussi. L'hôtel est un peu cher, c'est pourquoi j'ai noté la ""valeur"" un 3. J'ai donné le ""service"" un 2 et c'est lié au ménage. Je n'ai pas pu obtenir le ménage pour laisser du café supplémentaire / de l'eau pour le café. On vous donne un approvisionnement minimal et il n'a pas été réapprovisionné pendant mon séjour. Cela semblait idiot que pour le prix de la chambre, je ne pouvais pas obtenir quelques dosettes supplémentaires de café, de petites crèmes et du sucre.",octobre,2022,Phoenix, Arizona,septembre,2022,4,no,en,33.4484367,-112.074141,États-Unis d'Amérique,North America,33.4487968,-112.07465633797469,Phoenix
Hôtel Merveille,"Rien à redire, l'hôtel était charmant, grand choix pour le petit déjeuner dont vous avez besoin, nous avons dîné au restaurant de Manhattan un soir sous forme de buffet, bon choix, à 10 minutes à pied du parc, les œuvres d'art à l'hôtel sont de classe, si vous êtes un fan de merveilles, c'est parfait dans votre rue, vous pouvez acheter le désodorisant de l'hôtel en magasin 60 €",septembre,2022,None, None,septembre,2022,5,yes,en,44.933143,7.540121,None,None,None,None,None
