dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
sept. 2022 , En famille,"Spectaculaire, engageant","Belles et attractions où vous êtes le protagoniste et pas seulement un spectateur. Péché ou présomption, les attractions ont le français comme langue maternelle et quelque chose en anglais. La plupart des visiteurs ne sont pas originaires du pays d'accueil, il est également vrai que pour les enfants, les images sont plus importantes que les mots.","Osio Sotto, Italie",it,None,"5,0 sur 5 bulles",no
sept. 2022 , En famille,Fantastique,"J'ai passé une journée au parc avec le petit-fils de 5 ans et j'ai parcouru la plupart des attractions. Un parc un peu plus petit qui donnait l'impression d'être plus fréquenté que dans le parc Disney. Pas de grandes files d'attente sauf pour Spiderman qui était de 60 minutes. Pour rencontrer les super-héros, vous vous êtes mis dans une file d'attente virtuelle, lisse et appréciée pour rencontrer l'Ironman.Attractions super cool, limite de 120 cm que l'enfant a très bien gérées. Le coin parisien était très cosy. Nous avons mangé des menus de hamburgers dans un fast-food, nous n'avons pas impressionné mais rempli nos estomacs pour 40 euros.Un conseil, si vous avez déjà vu le défilé au parc Disney, profitez-en pour monter dans les attractions populaires à cette époque , puis les files d'attente n'étaient que de 5 à 10 minutes à de nombreux endroits.Beaucoup semblent être ici le matin, puis passer à d'autres l'après-midi.","Balsta, Suède",sv,None,"5,0 sur 5 bulles",yes
sept. 2022, En famille,Essentiel,"Bien qu'il y ait eu trop de monde, la capacité devrait être réduite afin d'en profiter davantage. Nous adorons ce parc et encore mieux avec le Avengers Campus.","Avila, Espagne",es,None,"4,0 sur 5 bulles",no
sept. 2022 , En famille,Impressionnant,"Un excellent ajout au parc Disneyland, si vous n'aimez pas les manèges, c'était génial de pouvoir faire les deux parcs en une journée.",Laos,en,None,"5,0 sur 5 bulles",no
août 2022, En famille,bien mais le premium pass ne fonctionne pas pour avenger,"bien mais le premium pass ne fonctionne pas pour avenger, donc se lever tot.. et faire la queue... pour assez longtemps, comptez 1h30 min pour spiderman ( l activité est de 2 min environ) donc .. ca faire cher l attente. Les autres activités sont top, rien a redire a part manque de ventilateurs dans les parties ou on doit attendre. ","Saint Sulpice, Suisse",fr,None,"4,0 sur 5 bulles",no
sept. 2022, En famille,"Belle expérience, longs délais d'attente","Nous avons séjourné au Disneyland / Walt Disney Studio Park pendant deux jours en septembre 2022. Nous avons personnellement préféré Studio Park à Disneyland, les studios offrent plus d'attractions et d'action pour adultes. Nous avons particulièrement aimé la Tour de la Terreur et Ratatouille. Malheureusement, les temps d'attente (vendredi et samedi) étaient parfois un peu longs à 30 - 85 minutes par voie, mais cela ne peut être évité. Ce qui nous a dérangés, c'est que la plupart des trains sont plutôt courts et c'est dommage de devoir attendre si longtemps pour un peu moins d'une minute de trajet. Le Studios Park lui-même est magnifiquement conçu et donne l'impression d'être dans un autre monde. Malheureusement, presque aucune silhouette n'était sur la route, ce qui était un peu dommage. Les prix de la nourriture et des boissons sont plutôt élevés, et les souvenirs sont également hors de prix.","Thun, Suisse",de,None,"4,0 sur 5 bulles",no
sept. 2022 , En famille,"Les 30 ans ne se fêtent pas, ils se voient, les places de parking camping-car sont malheureusement terribles","Les parcs Disneyland sont tout à fait corrects, mais à part les longues files d'attente (généralement une heure) il n'y a quasiment pas de distributeurs d'eau ni de stations de remplissage de bouteilles, la boisson gazeuse à 3,80 € pour 0,33l (uniforme dans tout le parc) est audacieuse, mais depuis le parc est entièrement de Disney est dans la zone de restauration, il n'y a pas d'alternative. De plus la carafe de l'eau (eau du robinet) comme en France n'était pas disponible.Nous étions sur l'emplacement pour les campeurs 45€ la nuit, sans électricité ni panneaux les toilettes qui nous étaient indiqués dans le plan étaient à environ 1,8 km enlevés , soi-disant il devrait y avoir des douches, celles-ci n'ont pas pu être trouvées en raison du manque de panneaux. La disposition du mobil-home avait également environ 30 ans, des robinets d'eau pour le remplissage sans filetage ni connexion Gardena (seul un collier de serrage aurait aidé ici (malgré tous les adaptateurs que nous n'avions pas avec nous), les eaux grises a été éliminé avec les matières fécales dans le canal du sol, un dédié Il n'y a pas d'élimination des toilettes comme c'est courant dans toute l'Europe. Cette zone n'est pas non plus nettoyée régulièrement. Donc, tous les pneus du camping-car étaient pleins de merde. 6 attractions principales sont complètement fermé (délabré ou en travaux d'entretien). C'est bien sûr lorsque le parc est plein pour des temps d'attente correspondants allant jusqu'à 2 heures pour 1-2 minutes de plaisir. Le type d'accès rapide a également été modifié, soit environ 11 les € sont payés individuellement pour chaque attraction (toujours avec temps d'attente) ou il y a 90 € par visiteur et par jour payés pour un Accès Premium puis chaque attraction peut être utilisée une fois dans le parc sans faire la queue dix du parc vous obligent à acheter ces billets premium (pour nous 4, cela aurait été 360 € par jour en plus) dans l'ensemble, nous avons été consternés par la performance pour les prix annoncés et ne reviendrons probablement jamais à Disneyland Paris.","Regensburg, Allemagne",de,None,"1,0 sur 5 bulles",no
sept. 2022 , En famille,Super!,"Parc parfait dans les moindres détails, le nouvel espace Avengers est incroyable, de très beaux spectacles et il y a toujours quelque chose à découvrir. Merveilleux!","Province of Udine, Italie",it,None,"5,0 sur 5 bulles",no
août 2022, Entre amis,une bonne expérience,"Nous nous dirigeons immédiatement vers les studios Universal, qui est un parc divisé en différentes zones, à savoir :• Campus Marvel Avengers• Cour de production• Terrain avant• Mondes de Pixar• Toy Story Playland• Toon StudioCe n'est pas aussi magique que l'autre, mais mérite encore une bonne visite.","Vila do Porto, Portugal",pt,None,"4,0 sur 5 bulles",yes
sept. 2022 , En famille,Beaucoup de monde,"Je ne recommande pas Walt disney Studios Park. Il y a beaucoup de visiteurs mais le personnel est mediocre. Si il y a un problem il n y a pas personne pour t aider. Il faut faire quelque chose. Beaucoup de monde. Ausii, tres tres chere.pour une famille.","Athènes, Grèce",fr,Écrit le 16 septembre 2022,"1,0 sur 5 bulles",no
sept. 2022 , En famille,parfait...mais,"depuis ma dernière venue au parc en 1999, je découvre ce 2ème parc qui nous plonge dans le milieux du cinéma beaucoup plus Marvel que le reste. Trop d'attentes pour une attraction ( de 60 à 110 minutes ) le temps passe très vite. Les pass ( par attraction ) pour rentrer plus vite sont cher. le HOLLYWWOOD TOWER HOTEL  est une attraction des plus incroyable, très très forte sensation !!. affiché complet sur les deux jours de présence. Nous avons pris un appart hôtel à 1,5 Kms du parc ce qui revient déjà moins cher que ceux du parc Disney. Les prix dans l'ensemble chez Disney ont totalement explosés, du parking aux boutiques ( toujours les mêmes articles). Mais bons souvenirs....",le mans,fr,None,"5,0 sur 5 bulles",no
sept. 2022, En famille,Même Direction que La PARC DE Los Angeles,"Peut-on parler de Mini LAND Marvel ? oui avec 2 Attractions Made In MARVELUne belle restauration de l'ancien AEROSMITH = une CATASTROPHE = le roller coaster n'est en rien moderne très violent pour le dos , le cou rien de nouveau , de toute façon on ne voit rien on est dans le noir le Son est brouillon , les images pathétiques , l'histoire complétement hors sujet et Cerise sur le Gâteau Attraction fermée pendant une demie journée ( l'ouverture jusqu'à 17h ) pour Spiderman quelle idée de se servir de ces poignées = impossible de faire l'attraction en totalité. Ce land devient sans intérêt espérons que le monde Reine des Neiges = soit convaincant Bref une belle déception","Marseille, France",fr,Écrit le 16 septembre 2022,"3,0 sur 5 bulles",yes
août 2022 , En famille,Un incontournable si vous allez à Disney Land Paris,"Une journée suffit pour le visiter, selon le degré de fan des Avengers que vous êtes maintenant avec Avengers Campus et le temps que vous souhaitez passer à connaître les Avengers. Il est très important que vous téléchargiez l'application et réserviez une place dans la file d'attente virtuelle si vous souhaitez rencontrer SpiderMan ou Ironman, pour cela, les réservations sont ouvertes à 10h00 et à 14h00, les places sont épuisées en 2 minutes, alors laissez tout préparé. Vous devrez lier les billets à votre compte dans l'application et être à l'intérieur des Walt Disney Studios pour procéder à la réservation. Spiderman vaut la peine d'être rencontré, mon fils était habillé en Thor et l'acteur était extrêmement gentil avec lui. De même, les acteurs qui se promenaient dans la zone étaient très accessibles pour prendre des photos et le signer. Nous avons vu Captain Marvel se promener, il n'était donc pas nécessaire de réserver un meet & greet, en plus de Thor et Loki. La Guêpe valait la peine de faire la queue, vous pouvez les trouver au début de la zone, presque devant l'attraction Spiderman WEB, elle se relaient avec AntMan, même si nous l'avons également vue se promener. Il y a des spectacles dans les rues et sur les toits. Dans Stark Factories, vous avez une très belle figurine HulkBuster. J'apprécie la longue attente pour profiter du WEB, trop d'attente, mais ça valait le coup de voir mon fils profiter de l'attraction. Dans ce cas, le parc ouvre tous les jours à 9h30 pour éviter que tous les visiteurs ne viennent en premier à ce moment-là avec la zone Avengers. Le parc est facile à naviguer, selon ce que vous voulez vous divertir. Ne manquez pas l'occasion de voir un spectacle, je vous conseille Mickey The Magician, il m'a laissé étonné de voir à quel point c'était beau. Grâce à l'application, vous pouvez trouver les horaires des spectacles et les temps d'attente dans les attractions. Dans ce parc, en plus des Avengers, vous pourrez rencontrer Woody (équipe de l'après-midi), Buzz (équipe du matin), Jessie et Olaf (super sympa !). Il y a une attraction un peu cachée, sur le thème des Cars et qui n'a guère à attendre, dans l'espace Pixar, en passant derrière la voiture radiocommandée. Le soir, après 19h00, les attentes sont très faibles dans presque toutes les attractions, c'est le bon moment pour en profiter. Comme amélioration, je dirais que j'ajouterais d'indiquer dans l'application qui est le personnage qui prend des photos à des points précis, par exemple Minnie ou des amis sont indiqués à l'entrée, dans notre cas il y avait Dingo, ou indiquer s'il y en avait est une rencontre des vengeurs avec une partie du super-héros qui permet la réservation virtuelle de la queue.","Pinto, Espagne",es,None,"5,0 sur 5 bulles",yes
août 2022 , En famille,Fantastique,"Fantastique. Avec la nouvelle extension Marvel, c'est vraiment une autre histoire. Ne manquez pas non plus les divertissements en direct dans les théâtres. Il faut une bonne journée pour le visiter","Sardaigne, Italie",it,None,"5,0 sur 5 bulles",yes
sept. 2022 , En famille,Exactement comme prévu,"Selon le bouche à oreille, les longues attentes et les spectacles annulés à la dernière minute (et puis les enfants pleurent). Point positif : l'expérience Ratatouille est courte mais intense, à ne surtout pas manquer !","Gênes, Italie",it,None,"3,0 sur 5 bulles",no
